'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-09-06,'17.09.06','08:45','09:15','10:00','Gerontologijos ir reabilitacijos centras, 725/14','Uþsikimðo kanalizacija',,'Kalvarijø 323','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.317200000000006
2017-09-06,'17.09.06','09:05','09:25','10:15','414-oji DNSB  "Gabija", _','Uþsikimðo kanalizacija',,'Gabijos 5','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Bendro stovo  vamzdþiø valymas, kai skersmuo iki 150 mm, ilgis daugiau kaip10m su gyvatuku nuo stogo tarp 5 - 4 aukðtø.  Nuotekø nutekëjimo patikrinimas vandens srove.','',33.1661
2017-09-06,'17.09.06','09:55','10:10','11:20','397-oji DNSB, _','Teka vanduo bute',,'Tuskulënø 46','2.7. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarijos pobûdþio ir gedimø nustatymas. Vandens tiekimo iðjungimas butui. Sugedusio sujungimo iðsukimas ir sriegio patikrinimas. Naujo sujungimo su prailgintojø parinkimas ir montavimas, apvyniojant jo sriegá lino pluoðtu su hermetiku. Sistemos uþpildymas vandeniu ir sandarumo patikrinimas.','Nipelis BR.I/I 3/4 1 vnt; Ekscentrikas maiðyt. 2 vnt',41.236799999999994
2017-09-06,'17.09.06','10:20','10:30','13:00','Nëra sutarties','Uþsikimðo kanalizacija',,'Justiniðkiø 91','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-09-06,'17.09.06','13:50','14:00','14:30','Vilniaus m. Nakvynës namai, _','Uþsikimðo kanalizacija',,'Vilkpëdës 12','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-09-06,'17.09.06','13:55','14:10','15:10','Nëra sutarties, 17/MA-150','Uþsikimðo kanalizacija',,'Dominikonø 15','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.329299999999994
2017-09-06,'17.09.06','16:30','16:40','17:10','UAB "Ðilëja " (Tel. 2466644), _','Uþsikimðo kanalizacija 1-ame aukðte',,'Ukmergës 214','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-09-06,'17.09.06','16:35','17:10','17:50','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Uþsikimðo kanalizacija',,'L. Giros 82','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-09-06,'17.09.06','16:50','17:15','17:45','UAB "Castrade service" (Tel. 867918981; 2316378) darbo.d. nuo 16val.30min. iki 8val.,, penktadiená  nuo 15val.30min..iki 8val.','Skubiai uþdariti vandená, teka vanduo bute',,'Aviþø 1(duj.ðild.)','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Priimant paraiðka, bute dirbantis darbuotojas suklaidino operatoriø, sakant kad trûko ventilis ir visus aplieja, reikia uþdaryti vandená. Jis buvo perspëtas, kad paraiðka yra mokamà. Atvaþiavus á vieta, iðaiðkinta, kad bute darbuotojas norëjo keisti skaitiklá ir situacija visiðkai ne avarinë. Grindoj saugomi raktai nuo vandens apskaitos mazgo netiko. Buto ðeimininkë apie avarines tarnybos iðkvietimà net nieko neþinojo, su Ja buvo kalbëta telefonu - neturi laiko laukti kol atveðim raktà, iðvaþiuoja. Kvietusysis darbininkas, padariusius melaginga iðkvietimà mokëti atsisakë.','',15.6937
2017-09-06,'17.09.06','18:00','18:10','18:40','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Uþsikimðo kanalizacija',,'Fabijoniðkiø 17','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 50 mm., ilgis iki 10 m.pro pravalà bute tehn. spintoje. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
