'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2018-07-16,'18.07.16','16:15','16:45','17:30','Vilniaus m. savivaldybës centrinë biblioteka, _','Vandentiekio gedimai.',,'Povilaièio A.J. 20','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Guminës tarpinës uþdëjimas. Spaustuvo d100 árengimas  uþverþiant  varþtais. Taisomos vietos sandarumo patikrinimas.','',38.2602
2018-07-16,'18.07.16','16:20','17:40','18:00','414-oji DNSB  "Gabija"','Uþsikimðo kanalizacija.',,'Gabijos 51','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Bendro virtuvinio stovo vamzdþio valymas, kai skersmuo iki 50 mm, ilgis daugiau kaip 10 m su gyvatuku.  Nuotekø nutekëjimo patikrinimas vandens srove. ','',33.1661
2018-07-16,'18.07.16','16:40','16:50','17:25','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Teka karðtas vanduo prie skaitliuko.',,'L. Giros 94','2.15. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Atjungëm butui karðta vandená. Plombos nuëmimas. Pakeitëm karðto vandens skaitliuko tarpinæ virtuvëje. ','',24.1758
2018-07-16,'18.07.16','16:55','17:10','18:45','538-oji DNSB ,,Polimeras", 8','Kyla lietaus nuotekos.',,'Þirmûnø 48','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Lietaus nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas ir ávadinio ðulinio dangèio atidarymas. Bendro laiptinës  lietaus stovo vamzdþio valymas su elektrine freza 3-ioje laiptinëje koridoriuje, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m. Pravalos dangèio uþdëjimas.,1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Lietaus nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas ir ávadinio ðulinio dangèio atidarymas. Bendro laiptinës  lietaus stovo vamzdþio valymas su elektrine freza 2-oje laiptinëje koridoriuje, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m. Pravalos dangèio uþdëjimas.','',80.6585999999999881
2018-07-16,'18.07.16','17:00','19:00','19:30','UAB "Ðilëja " (Tel. 2466644), _','Elektros sistemos gedimai.',,'Ðeðkinës 35','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Plombø apþiûra. Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Saugiklio (63Ah keramikinis) pakeitimas  ir elektros tiekimo atnaujinimas.','Saugiklis 63A 1 vnt',28.3866
2018-07-16,'18.07.16','17:05','17:05','17:20','UAB ,,Þirmûnø baldø centras"','Vandentiekio gedimai.',,'Þirmûnø 70','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad nëra priëjimo prie stovo , kad atjungti vandená ir greièiausiai vamzdþiai bus paslëpti sienoje.','',18.6945
2018-07-16,'18.07.16','17:10','18:10','18:45','Nëra sutarties','Uþsikimðo kanalizacija.',,'Dûkðtø 18','1.1 Avarino ekipaþo atvykimas pag iðkietimà. Nuotekø tinklø valymas, kai skersmuo iki 100 mm  su rankinæ pompa. Patikrinimas su vandens srove.','',27.3944
2018-07-16,'18.07.16','17:20','18:30','19:50','Nëra sutarties, 224/14','Vandentiekio gedimai.',,'Ðimulionio I. 10','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Karðto vandens skaitliuko plombø nuëmimas. Pakeitëm tarpinæ ir patikrinome ijungus vandená pralaidumà. Klientas pats praneð ''''Vilniaus energijai''''.','',33.1661
2018-07-16,'18.07.16','17:50','19:00','20:00','UAB "Pastatø meistrai"-( UAB ,,Senam.ûkis") gavus praneðimà -ne vëliai kaip per dvi val. atvykti.Kont. asm.Tomas Kiðunas 862048707, Tomas Pupkus 865597556, Kiek.v. ryta atask.-klauskite@civinity.euinform.gyvent.-tel. 870055188, 17/MA-150','Vandentiekio gedimai.',,'Vokieèiø 12','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad reikalingi vamzdþiø remontø darbai ir nustatëm, kad vamzdþiai 3 bute tualete yra avarinës bûkles prie ventilo. Trukæ yra  d14 vamzdþiai iki ventilio ir po ventilio.','',15.6937
2018-07-16,'18.07.16','19:40','19:50','20:30','Nëra sutarties','Elektros sistemos gedimai.',,'Didlaukio 98','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas .Automato ájungimas  ir elektros tiekimo atnaujinimas vidaus tinkle.','',19.4931
2018-07-16,'18.07.16','20:40','21:15','21:40','Nëra sutarties','Uþsikimðo kanalizacija.',,'Birþiðkø 79','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad pilni ðûliniai.','',15.6937
2018-07-16,'18.07.16','21:10','21:10','21:50','DGNSB Lauko g. 12, Lentvaris','Elektros sistemos gedimai.',,'Lauko, Lentvaris 12','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Plombø nuëmimas. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas ir elektros tiekimo atnaujinimas bendrame tinkle laiptinës skydinëje.','',28.5076
2018-07-16,'18.07.16','22:15','22:30','22:55','UAB "Naujoji Pilaitë" -Reaguot tik atsak. asm. iðkvietim.- Sergejus Falèikas , Oleg Kupreðèenko ir Mykolas Miliauskas:tel. 865565023, 865565034, 868515930 ir UAB ,,AKTKC. Jeigu skambino gyv.,-turite sakyti tel. 230 74 14, 11','Uþsikimðo kanalizacija.',,'Ásrûties 14','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas. Bendro virtuvës stovo vamzdþio valymas elektrine freza per pravala stove, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-07-16,'18.07.16','22:35','22:55','23:30','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Uþsikimðo kanalizacija.',,'Bitininkø 28','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas. Bendro virtuvës stovo vamzdþio valymas elektrine freza per revizija rûsyje, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
