'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-09-01,'17.09.01','16:00','16:20','17:15','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Ið virðaus teka vanduo',,'Fabijoniðkiø 1','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad vanduo tekëjo ið 19-o buto, nes tualete trûko þarnelë prie bakelio.Uþpilti apatiniø aukðtø butai.15-ame bute uþpiltas koridorius, virtuvë,tualetas ir kambariai.Vandens tiekimas 19-o buto tualetui jau  buvo uþdarytas.Uþ avarinio ekipaþo atvykimà apmokëti atsisakë. ','',15.6937
2017-09-01,'17.09.01','16:05','16:50','17:30','UAB "Pastatø meistrai"- gavus praneðimà -ne vëliai kaip per dvi val. atvykti.Kont. asm.Tomas Kiðunas 862048707, Tomas Pupkus 865597556, Kiek.v. ryta atask.-klauskite@civinity.euinform.gyvent.-tel. 870055188','Ið virðaus teka vanduo',,'Pylimo 60','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo iðjungimas 19A butui uþdarant ventilá.Reikia tualete keisti ventilá.Uþ avarinio ekipaþo atvykimà neapmokëjo.','',18.8155
2017-09-01,'17.09.01','16:55','17:15','18:00','Nëra sutarties','Uþsikiðo kanalizacija',,'Ateities 31','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Virtuvëje sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2017-09-01,'17.09.01','16:55','17:40','18:05','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Ið virðaus teka vanduo',,'Þadeikos 12','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad 39-o buto tualete trûko þarnelë prie bakelio.36-ame bute uþlietas koridorius,tualetas,vonia ir svetainë. ','',15.6937
2017-09-01,'17.09.01','17:05','18:10','18:55','848-oji DNSB, _','Uþsikiðo kanalizacija',,'Mokyklos 36','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza ið ðulinio iki pastato, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-09-01,'17.09.01','17:40','19:00','20:00','532-oji DNSB, 650/13','Uþsikiðo kanalizacija',,'Parko 60','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza ið ðulinio iki pastato, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-09-01,'17.09.01','18:20','18:30','19:00','194-oji DNSB "Ðeðkinë", _','Uþsikiðo kanalizacija',,'Musninkø 2','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-09-01,'17.09.01','18:50','19:10','19:45','Nëra sutarties','Namo ðulinyje teka vanduo',,'Bitininkø 11','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Namo ðulinyje ant ðalto vandens vamzdþio spaustuvo árengimas  uþverþiant  varþtais. Taisomos vietos sandarumo patikrinimas.Spaustuvas uþsakovo.','',23.788600000000003
2017-09-01,'17.09.01','20:10','20:35','21:15','Nëra sutarties','Uþsikiðo kanalizacija',,'Tilto 2','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad kieme pilni nuotekø ðuliniai. Praneðta UAB "Vilniaus vandenys" tel 861611256 Antanui.','',18.827600000000003
2017-09-01,'17.09.01','20:25','20:45','21:25','UAB "Pastatø meistrai"- gavus praneðimà -ne vëliai kaip per dvi val. atvykti.Kont. asm.Tomas Kiðunas 862048707, Tomas Pupkus 865597556, Kiek.v. ryta atask.-klauskite@civinity.euinform.gyvent.-tel. 870055188, 17/MA-150','Sutriko el.tiekimas',,'Geleþinkelio 1','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad skydelyje Nr.KS2063 nëra vienos fazës ið "ESO".Praneðta "ESO" 1802 Elvinai. ','',15.6937
2017-09-01,'17.09.01','21:30','23:40','00:30','Nëra sutarties','Uþsikiðo kanalizacija',,'Ligoninës 5','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Virtuvëje vietinës kanalizacijos vamzdþiø valymas elektrine freza per trapà, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-09-01,'17.09.01','21:40','22:10','23:15','431-oji DNSB','Sutriko el.tiekimas',,'Kalvarijø 150','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas 4-os laiptinës 4-o aukðto bendroje el.skydinëje.Elektros tiekimo atnaujinimas.Nudegæs bendras "0".','',28.5076
2017-09-01,'17.09.01','00:05','00:20','01:00','UAB "Naujoji Pilaitë" -Reaguot tik atsak. asm. iðkvietim.- Sergejus Falèikas , Oleg Kupreðèenko ir Mykolas Miliauskas:tel. 865565023, 865565034, 868515930 ir UAB ,,AKTKC. Jeigu skambino gyv.,-turite sakyti tel. 230 74 14, 11','Uþsikiðo kanalizacija',,'Pajautos 3','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-09-01,'17.09.01','01:45','02:00','02:30','UAB "Ðilëja " (Tel. 2466644), _','Sutriko el.tiekimas',,'Èiobiðkio 15','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas.Nebuvo galimybës patekti á rûsá kur yra bendra namo el.skydinë.','',18.827600000000003
2017-09-01,'17.09.01','02:40','02:55','03:40','Nëra sutarties','Uþsikiðo kanalizacija',,'Pamënkalnio 13','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza patalpose per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-09-01,'17.09.01','04:10','04:20','04:40','UAB "Rasø valda " (Reaguot tik atsak. asm. iðkvietim.----Viktoras Kovalevskis tel. 860681930 ir UAB ,,AKTKC".  Jeigu skambino gyv.,-turite sakyti tel. 2162323, 12','Tualete teka vanduo',,'Tyzenhauzø 14','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo iðjungimas 36-o buto tualete,klozeto bakeliui, uþdarant ventilá.Trûko lanksti þarnelë prie bakelio.Uþpilti apatiniø aukðtø butai. ','',22.5786
2017-09-01,'17.09.01','08:35','08:55','09:40','DNSB Darþelio g. 3, _','Uþsikiðo kanalizacija',,'Darþelio 3','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-09-01,'17.09.01','09:20','09:55','10:50','DNSB Þirmûnø g. 137, 792/15','Uþsikiðo kanalizacija',,'Þirmûnø 137','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-09-01,'17.09.01','10:00','10:20','11:15','UAB "SERVICO" (Tel. 861568173), _','Uþsikiðo kanalizacija',,'Kauno 10','1.9. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Ðuliniø dangèiø nuëmimas. Nuotekos tinklø tarp ðuliniø valymas su gyvatuku, kai vamzdþio skersmuo iki 150 mm., ilgis iki 20m.. Ðuliniø dangèiø uþdëjimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',48.3758
2017-09-01,'17.09.01','10:30','11:00','11:55','936-oji DNSB, 692/13','Uþsikiðo kanalizacija',,'Jeruzalës 10','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas,  varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-09-01,'17.09.01','11:10','11:30','12:05','Vieðoji ástaiga N.Vilnios poliklinika','Uþsikiðo kanalizacija',,'Sirokomlës 8','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. 4-o aukðto tualete vietinës kanalizacijos valymas su rankine pompa per klozetà.Nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-09-01,'17.09.01','11:15','11:30','12:20','Nëra sutarties, _','Uþsikiðo kanalizacija',,'Jonaþoliø 4','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza ið tualeto per atbuliná voþtuvà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-09-01,'17.09.01','11:55','12:15','13:10','UAB "Ozo miestas", 134/14','Uþsikiðo ðiukðliø iðmetimo vamzdis',,'Ukmergës 198','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Bendro ðiukðliø iðmetimo vamzdþio valymas nuo 6-o aukðto iki konteinerio, kai ilgis daugiau kaip 10 m.','',40.329299999999994
2017-09-01,'17.09.01','11:55','12:20','13:00','Nëra sutarties','Sutriko el.tiekimas',,'Tiðkevièiaus 14','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas rûsyje bendroje el.skydinëje.Elektros tiekimo atnaujinimas. ','',23.752299999999997
