'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-07-03,'17.07.03','04:50','05:05','05:35','834-oji DNSB, _','Uþsikiðo kanalizacija',,'Rugiø 7c','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza rûsyje ið vandens apskaitos mazgo per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-07-03,'17.07.03','06:40','07:30','09:20','UAB "Castrade service" (Tel. 867918981; 2316378) darbo.d. nuo 16val.30min. iki 8val.,, penktadiená  nuo 15val.30min..iki 8val., 2/2014','Uþsikiðo kanalizacija',,'Ðviesos  Grigiðkës 8','1.4. Bendro kanalizacijos stovo  vamzdþiø valymas elektrine freza ið rûsio iki ðulinio, iðardþius plastikiná stovà,  kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Plastikinio stovo surinkimas. Nuotekø nutekëjimo patikrinimas vandens srove.,1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið 9-o buto tech.spintos per stovo pravalà iki rûsio, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas,   varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.17-o buto gyventojas valë nuotekø stovà ir uþkimðo 3-iame aukðte.','',59.0117000000000119
2017-07-03,'17.07.03','07:50','08:10','08:40','Nëra sutarties','Uþsikiðo kanalizacija',,'Gynëjø 14','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku kai skersmuo iki 150 mm, ilgis iki 10 m.Nutekëjimo patikrinimas vandens srove.','',32.149700000000006
2017-07-03,'17.07.03','08:45','09:05','09:50','414-oji DNSB  "Gabija", _','Per stovà neþymiai teka vanduo',,'Gabijos 17','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad 40-ame bute per stovà teka nuotekos.46-ame ir 48-ame butuose nëra gyventojø.Uþdaryti ðalto vandens tiekimà stovui 40-o buto gyventojas atsisakë. ','',15.6937
2017-07-03,'17.07.03','09:45','10:00','10:25','UAB "Laima ir partneriai"','Uþsikiðo kanalizacija',,'Jankausko  R. 6','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad atvykus kanalizacijos tinklai veikë. ','',15.6937
2017-07-03,'17.07.03','09:50','10:00','10:30','Vilniaus priklausomybës ligø centras','Uþsikiðo kanalizacija',,'Gerosios vilties 3','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono nuëmimas .Antro aukðto tualete bendros kanalizacijos vamzdþiø valymas elektrine freza per kriauklæ nuëmus sifonà, kai skersmuo iki 150 mm., ilgis iki 10 m.Sifono uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-07-03,'17.07.03','16:15','17:00','19:20','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Uþsikiðo kanalizacija',,'Didlaukio 50','Ákainis uþ kiekvienà darbo valandà virðijanèià normatyviná darbo laikà.,1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad kanalizacija uþkimðta tarp 4-o ir 5-o aukðtø.Bendras nuotekø stovas buvo valytas ið 19-o buto tech.spintos per stovo pravalà, bet pravalyti nepavyko.Dienà ðá stovà ið virðaus valë vietiniai santechnikai ir tarp ðiø aukðtø uþkimðo.Nëra 18-o sandëliuko savininko kur yra stovo pravala .','',50.735299999999994
2017-07-03,'17.07.03','16:15','18:00','18:25','850-oji daugiabuèio namo savininkø bendrija, 781/15','Sutriko el.tiekimas',,'Kalvarijø 280','4.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra bei kontaktø patikrinimas. Srovës  ir átampos parametrø matavimas atskiruose fazëse. Gedimo pobûdþio ir vietos nustatymas.Rûsyje bendroje el.skydinëje 63A saugiklio pakeitimas. Elektros tiekimo atnaujinimas. ','Saugiklis 63A 1 vnt',27.588
2017-07-03,'17.07.03','16:25','16:40','17:10','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Uþsikiðo kanalizacija',,'Fabijoniðkiø 17','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 52-o buto tech.spintos per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-07-03,'17.07.03','16:50','17:20','18:05','UAB ,,Yglë pastatø valdymas" kvieèia tik atsak.asm.','Uþsikiðo kanalizacija',,'Gedimino pr. 18','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono nuëmimas.Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza salëje po kriaukle nuëmus sifonà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Sifono uþdëjimas.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-07-03,'17.07.03','17:55','18:10','18:35','489-oji DNSB  darbo dienomis nevaþiuoti nuo 8 val. iki 13 val. , _','Tualete ið virðaus teka vanduo',,'Þemynos 27','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad vanduo tekëjo ið 17-o buto.Atvykus avariniam ekipaþui vanduo jau nebetekëjo.Nustatyti avarijos prieþasties negalëjo, nes 17-ame bute niekas neatidarë durø.Prieð atvykstant avariniam ekipaþui 13-o buto gyventojas buvo nuëjæs á 17-à butà, bet á vidø jo neáleido. ','',15.6937
2017-07-03,'17.07.03','18:10','18:35','19:25','UAB ,,Sostinës vystymo grupë", 860/17','Rûsyje teka vanduo',,'Buivydiðkiø 12','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo atstatymas stovui ,atidarant ventilá.Rûsyje vanduo tekëjo per aklæ.Aklë uþsukta.50-ame bute vanduo ið virðaus nebeteka.60-ame bute vyksta remontas. ','',22.5786
2017-07-03,'17.07.03','19:40','19:55','20:30','414-oji DNSB  "Gabija", _','Tech.spintoje per stovà teka nuotekos',,'Gabijos 51','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad 9-o buto tech.spintoje trûkæs nuotekø stovas.Reikia keisti.Uþdaryti ðalto vandens tiekimà stovui 9-o buto gyventojas atsisakë.Laikinai trûkimas uþtaisytas.','',15.6937
2017-07-03,'17.07.03','20:15','20:25','20:55','UAB "Bûsto renovacijos agentûra" (Tel. 2779183), _','Uþsikiðo kanalizacija',,'Tuskulënø 28','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-07-03,'17.07.03','20:20','21:20','21:50','UAB "Ðilëja " (Tel. 2466644), _','Sutriko el.tiekimas',,'Franko 2b','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Plombø apþiûra. Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Elektros tiekimo atstatymas 6-o buto vidaus tinkle (automato ájungimas).','',19.4931
2017-07-03,'17.07.03','20:30','20:40','21:15','UAB "Jurita" - d. d. nuo 7-30 iki 16-30, kont. tel. 2426518, 860613838, , 50/2014','Rûsyje teka nuotekos',,'Rygos 42','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas ir uþdarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas su gyvatuku rûsyje ið 77-o sandëliuko per pravalà grindyse, kai skersmuo iki 150 mm, ilgis daugiau kaip10 m.Nuotekø nutekëjimo patikrinimas vandens srove. 77-ame sandëliuke pilna ávairiausiø ðiukðliø, todël visas ðiukðles sutraukë ir vël uþkimðo tinklus.','',33.1661
2017-07-03,'17.07.03','20:35','20:45','21:15','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Uþsikiðo kanalizacija',,'Didlaukio 30','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono nuëmimas.Ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 1-o buto virtuvës nuëmus sifonà, kai skersmuo iki 150 mm., ilgis iki 10 m.Sifono uþdëjimas.Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-07-03,'17.07.03','21:10','22:25','22:45','UAB "Ðilëja " (Tel. 2466644), _','Sutriko el.tiekimas',,'Gelvonø 41','4.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra bei kontaktø patikrinimas. Srovës  ir átampos parametrø matavimas atskiruose fazëse. Gedimo pobûdþio ir vietos nustatymas.Rûsyje bendroje el.skydinëje 63A saugiklio pakeitimas.Elektros tiekimo atnaujinimas. ','Saugiklis 63A 1 vnt',27.829999999999994
2017-07-03,'17.07.03','22:00','22:05','22:15','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Sutriko el.tiekimas',,'Didlaukio 72','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad elektros skydelyje Nr.4435 nëra srovës ið "ESO".Perduota "ESO" tel.1802. ','',18.827600000000003
2017-07-03,'17.07.03','23:05','23:20','23:55','396-oji DNSB','Virtuvëje teka vanduo',,'Tuskulënø 15','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad virtuvëje trûko maiðytuvas.Reikia keisti.Atvykus vandens tiekimas maiðytuvui jau buvo uþdarytas. ','',15.6937
2017-07-03,'17.07.03','23:10','23:25','23:45','225-oji DNSB  "Juna", _','Tech.spintoje teka nuotekos','UAB Juna','Justiniðkiø 76','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad 6-o buto tech.spintoje trûkæs plastikinis virtuvinis nuotekø stovas.Uþtaisyti trûkimà negalëjo, nes trûko ið sienos pusës.Uþdarë ðaltà ir karðtà vandená virtuviniam stovui.','',22.5786
