'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2016-06-25,'16.06.25','17:30','17:50','18:30','UAB "Corpus A" tel. 868530311(darbo d.- nuo 17 val. iki 8 val,.poils.ir ðven.d-.visà parà, )   , 154/15/s-21504','ið perdengimo foje laða vanduo',,'Þirgo 2','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad virðt. 2-me bute sausa,3;8;9;durø niekas neatidarë.Nuo vandens uþdarimo apsauginis atsisakë.','',18.827600000000003
2016-06-25,'16.06.25','18:50','19:10','20:05','UAB "Ðilëja " (Tel. 2466644), _','ið perdengimo laða vanduo',,'Paberþës 2','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad virðt.55-me bute niekas neatidarë durø.61-me bute sausa.Nëra raktø nuo rusio.','',18.827600000000003
2016-06-25,'16.06.25','19:30','20:00','20:25','618-oji DNSB , _','ið k.vandens stovo rusyje teka vanduo',,'Kanto  I. al.  20','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Guminës tarpinës uþdëjimas. Spaustuvo D20mm árengimas  uþverþiant  varþtais. Taisomos vietos sandarumo patikrinimas.','Kontraverþlë 20 1 vnt',28.894799999999994
2016-06-25,'16.06.25','21:00','21:15','21:40','UAB "Naujoji Pilaitë" (Tel. 2307414; 865565023), 11','kyla nuotekos rusyje.Uþsikimðæs bendras nuotekø stovas.',,'Smalinës 17','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Pravalos dangèio nuëmimas. Bendro stovo  vamzdþiø valymas, kai skersmuo 100 mm, ilgis daugiau kaip10 m su gyvatuku .Pravalos dangèio uþdëjimas ','',39.7969
2016-06-25,'16.06.25','21:15','21:30','21:45','IÁ Devilmora, 819/16','kyla nuotekos vonioje',,'Tilto 12','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad pilni kiemo ðuliniai Praneðimas UAB "Vilniaus vandenys" ','',18.827600000000003
2016-06-25,'16.06.25','23:56','00:20','01:00','Nëra sutarties, 11','ið ð.vandens ventilio prie skaitiklio laða vanduo',,'Vydûno 9','2.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos apþiûra ir gedimø nustatymas. Vandens tiekimo iðjungimas stovui,  uþdarant ventilá. Sugedusio ventilio  demontavimas ir sriegiø  iðvalymas bei  patikrinimas. Naujo ventilio D15 mm montavimas, apvyniojant sriegá lino pluoðtu su hermetiku . Sistemos uþpildymas vandeniu ir sandarumo patikrinimas.','Ventilis vand.1/2 1 vnt',39.373399999999994
2016-06-25,'16.06.25','05:00','05:20','06:30','Nëra sutarties, _','kyla nuotekos klozete',,'Gelvonø 15','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Buto vamzdþiø valymas per nuimtà klozetà,kai skersmuo 50 mm, ilgis iki 10 m su gyvatuku ir nutekëjimo patikrinimas vandens srove.','',38.574799999999994
2016-06-25,'16.06.25','09:00','09:20','10:25','Nëra sutarties, _','kyla nuotekos klozete',,'Ateities 1','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad kanalizacija neprasivalo.','',18.827600000000003
2016-06-25,'16.06.25','10:20','10:40','11:05','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','bendro naudojimo prausykloje ið ð.vandens stovo teka vanduo',,'Kalvarijø 159','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Guminës tarpinës uþdëjimas. Spaustuvo D20mm  árengimas  uþverþiant  varþtais. Taisomos vietos sandarumo patikrinimas.','Metalo apkaba d-20 1 vnt',29.3667
2016-06-25,'16.06.25','10:35','12:00','13:10','Nëra sutarties','kyla nuotekos kriauklëje',,'Slënio 6','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Namo vamzdþiø valymas elektrine freza per kriauklës sifonà, kai skersmuo 50 mm., ilgis iki 10 m. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2016-06-25,'16.06.25','11:15','11:45','12:05','Nëra sutarties, 2','tualete teka vanduo',,'Stanevièiaus S. 51','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad reikia keisti tualeto bakelio armaturà.','',18.827600000000003
2016-06-25,'16.06.25','11:25','11:40','12:10','Nëra sutarties','kyla nuotekos kriauklëje',,'Tilto 35a','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Bendro virt.stovo  vamzdþiø valymas elektrine freza per kriauklës sifonà, kai skersmuo 50 mm., ilgis iki 10 m.. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2016-06-25,'16.06.25','11:35','13:20','13:55','Nëra sutarties, 2/2014','kyla nuotekos kriauklëje',,'Pavilnioniø 45','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Vietiniø virtuviniø  vamzdþiø valymas elektrine freza per kriauklës sifonà, kai skersmuo 50 mm., ilgis iki 10 m.. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
