'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2016-08-15,'16.08.15','18:10','18:20','18:55','Nëra sutarties','Teka vanduo ið vamzdþio bute',,'Baltasis skg. 12','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto ir karðto vandens tiekimo iðjungimas butui uþdarant ventilá. Reikalingas trûkusio maiðytuvo keitimas prie galvos plovimo këdës.','',22.5786
2016-08-15,'16.08.15','18:30','18:40','19:10','UAB "SERVICO" (Tel. 861568173), _','Teka vandsuo ið vamzdþio parkinge',,'Simonaitytës I. 2','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad neþymiai teka vanduo ið dviejø hidrantiniø stovø ventiliø parkinge. Nëra raktø nuo vandens apskaitos mazgo.  Informuota administratoriui.','',18.827600000000003
2016-08-15,'16.08.15','18:35','19:15','21:15','UAB ,,Yglë pastatø valdymas" kvieèia tik atsak.asm.','Nenuteka nuotekos  þuvø skyriuje.  Uþsikimðæs bendras nuotekø  vamzdis  ',,'Virðuliðkiø 30','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Valant bendrà nuotekos tinklø  vamzdá  su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos þuvies skyriaus  grindyse ir ið dviejø trapø -1 aukðto gindyse pravalyti negalëjome, gyvatukas remiasi á kietà daiktà.  Dalyvavo atsakingas asmuo.','',40.329299999999994
2016-08-15,'16.08.15','19:30','19:40','20:20','489-oji DNSB  darbo dienomis nevaþiuoti nuo 8 val. iki 13 val. , _','Teka vanduo ið virðaus',,'Medeinos 29','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad virðutiniame 18-me bute vanduo tekëjo ið sugedusios vonioje skalbimo maðinos. Atvykimo metu vanduo bute  buvo jau uþdarytas. Gyv. neturëjo pinigø susimokëti, praðë iðstatyti uþ kitas paslaugas. Uþpiltos apatiniø 14-to, 6-to ir 2-tro butø vonios, tualeto ir koridoriaus lubos bei sienos.','',18.827600000000003
2016-08-15,'16.08.15','20:10','20:30','21:00','383-oji DNSB  "Sudervëlë", _','Teka vanduo ið vamzdþio bute','Praneðta UAB "Vilniaus energija"','Gerbutavièiaus D. 1/42','2.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës vietos ávertinimas. Vandens tiekimo iðjungimas butui  uþdarant ventilá. Vandens iðleidimas ið vamzdþiø. Skaitiklio parodymø, skaitiklio numerio ir plombos numerio fiksavimas, plombos nuëmimas. Karðto vandens skaitiklio verþliø atsukimas  ir  mechaninis iðvalymas bei trûkusios tarpinës iðëmimas. Ádëjus naujas tarpines , skaitiklio montavimas vonios patalpoje ir praneðimas UAB "Vilniaus energija" tel. 2667199. .Vandens tiekimo atnaujinimas. Sandarumo patikrinimas. Sk. Nr. 08049414  Pl. Nr. 0371188  Rodm. 0012','Sujungimas  1/2 4 vnt',26.801499999999997
2016-08-15,'16.08.15','20:35','21:05','21:55','112-oji DNSB, _','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Ozo 28','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas  stovui rûsyje.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2016-08-15,'16.08.15','21:00','21:30','22:30','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Edvardas Trinkûnas tel. 867472732, 2','Nëra elektros bute',,'Stanevièiaus S. 6','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas vidaus tinkle laiptinës el. skydelyje. El. skydelio atidarymas ir uþdarymas','',28.5076
2016-08-15,'16.08.15','22:25','22:40','23:30','UAB "Ðilëja " (Tel. 2466644), _','Teka vanduo ið vamzdþio bute','Info','Èiobiðkio 37','2.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir komunikacijø iðdëstymo ávertinimas. Karðto vandens tiekimo iðjungimas namui uþdarant ventilá. Vandens iðleidimas ið sistemos atidarius nuleidëjà. Reikalingas trûkusio karðto vandens ventilio iki 15 mm. keitimas su paruoðimo darbais 32-tro buto tualeto patalpoje. Gyv. neturëjo pinigø susimokëti, praðë iðstatyti uþ kitas paslaugas. Stovams ventiliai nelaiko.','',22.5786
2016-08-15,'16.08.15','23:10','23:20','23:50','UAB ,, Namø auditas", 733/14','Teka vanduo ið gyvatuko bute','Praneðti UAB ,, Namø auditas"','Vileiðio P. 14','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir reikiamà stovo pagal komunikacijø iðdëstymà suradimas. Karðto vandens tiekimo iðjungimas stovui uþdarant ventilá. Vandens iðleidimas ið sistemos atidarius nuleidëjà. Reikalingas trûkusio karðto vandens spec. perëjimo D 20/15 keitimas gyvatukui 32-tro buto vonioje.','',22.5786
2016-08-15,'16.08.15','23:45','23:55','01:00','Nëra sutarties, 0','Kyla nuotekos plautuvëje bare',,'Konstitucijos pr. 23','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Sifono po plautuve baro patalpoje iðardymas ir iðvalymas. Nuotekos tinklø bendro virtuvinio stovo  valymas su elektrine freza kai vamzdþio skersmuo iki 50 mm., ilgis daugiau kaip 10  m. Sifono surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2016-08-15,'16.08.15','05:15','05:30','06:00','203-oji DNSB, 239/14','Teka vanduo ið virðaus',,'Taikos 197','1.7. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø  tinklo dalies apþiûra  ir defektø nustatymas. Avarinio vamzdyno  demontavimas. Senø vamzdþiø sujungimo vietø valymas ir sutepimas hermetiku. Plastikinio lietaus nuotekø tinklø stovo  iki 100 mm sujungimas virðutinio 15-to buto tamsiajame kambaryje.   Sujungimo vietø sandarumo tikrinimas. Uþpiltos apatiniø butø lubos ir siena koridoriuje.','',54.0627999999999881
