'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2018-03-06,'18.03.06','21:40','21:55','23:10','DNSB Kaðtonø g. 3;5, _','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø stovas.',,'Kaðtonø 3','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Atbulinio voþtuvo demontavimas  tualeto patalpoje .  Nuotekos tinklø bendro stovo  valymas su elektrine freza tarp 2-tro ir 3-èio aukðtø  kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Atbulinio voþtuvo  sumontavimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',55.6842000000000119
2018-03-06,'18.03.06','04:30','05:05','06:05','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Nëra elektros butuose',,'Fabijoniðkiø 13','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas.  Kontaktø remontas bendrame tinkle namo elektros skydinëje.  Ávadinës dëþutës dangèio atidarymas ir uþdarymas prisukant jà varþtais. Reikalingas sugedusio paketinio jungiklio keitimas namo el. skydinëje, pajungëm tiesiogiai.','',28.5076
2018-03-06,'18.03.06','07:00','08:00','08:40','DNSB ,,Senas geras namas"','Teka vanduo ið virðaus. Uþdarytas ðaltas vanduo namui',,'Pelesos 55','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo iðjungimas 25 butui uþdarant ventilá. Uþðàles ir trûkæs maiðytuvas sienoje, vonios patalpoje. ','',18.8155
2018-03-06,'18.03.06','07:35','08:00','09:20','796-oji DNSB , _',' Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Kareiviø 9','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro vamzdþio  valymas su elektrine iki ðulinio   freza kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2018-03-06,'18.03.06','08:50','09:10','10:00','Nëra sutarties, 3/506/111116','Teka vanduo ið vamzdþio mësos ceche',,'Kalvarijø 206','2.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës vietos ávertinimas. Uþdaromo ventilio ir raktø prie uþdaromos armatûros priëjimo suradimas. Karðto vandens tiekimo iðjungimas mësos cecho praustuvui uþdarant ventilá.  Trûkusios lanksèios þarnelës demontavimas.  Karðto vandens vamzdþio uþaklinimas, panaudojant linø pluoðtà ir hermetikà po praustuve mësos ceche. Vandens tiekimo atnaujinimas. Sandarumo patikrinimas.','Aklë 1/2 2 vnt',27.2976
2018-03-06,'18.03.06','09:05','09:15','10:05','121-oji Daugiabuèiø namø savininkø bendrija  , _','Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Architektø 184','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Nuotekos tinklø bendro vamzdþio valymas su elektrine freza   kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos vamzdyje ðil. mazge rûsyje. Fekalijø nutekëjimo patikrinimas vandens srove. Dalyvavo pirmininkas.','',40.329299999999994
2018-03-06,'18.03.06','09:30','09:40','10:15','Nëra sutarties','Nëra vandens tualeto bakelyje',,'Subaèiaus 124','2.15. Avarinio ekipaþo atvykimas pagal iðkvietimà. Vandens tualeto bakelyje nebuvimo gedimo  nustatymas. Vandens tiekimo iðjungimas tualeto bakeliui uþdarant ventilá. Tualeto bakelio nuleidimo mechanizmo iðardymas ir iðvalymas. Nuleidimo mechanizmo surinkimas. Vandens atsiradimo bakelyje patikrinimas.  ','',32.742599999999994
2018-03-06,'18.03.06','09:55','10:10','10:45','UAB ,,Draugystës" vieðbutis- pasik. pavad. ,UAB ,,Imperiva", 701/14','Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Èiurlionio M.K. 84','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Pravalos dangèio nuëmimas  stovui rûsyje.  Nuotekos tinklø bendro vamzdþio  valymas su elektrine  freza kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-03-06,'18.03.06','10:50','11:00','11:50','UAB Dussmann Service','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis',,'Savanoriø 178','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Ávadinio ðulinio dangèio atidarymas. Nuotekos tinklø  valymas elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið ðulinio iki pastato  .  Ðulinio dangèio uþdarymas. Fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-03-06,'18.03.06','11:30','12:15','13:10','225-oji DNSB  "Juna", _','Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Taikos 75','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Bendro nuotekos tinklø  vamzdþio valymas su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos rûsio  grindyse.  Fekalijø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
