'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-05-18,'17.05.18','07:30','07:50','08:45','Vilniaus m. Nakvynës namai','Kyla nuotekos  klozete. Uþsikimðæs bendras  nuotekø vamzdis',,'Vilkpëdës 12','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Nuotekø  tinklø bendro vamzdþio  valymas  su gyvatuku  kai vamzdþio skersmuo iki 100 mm., ilgis iki 10 m. ið pravalos 3-èio aukðto  tualeto patalpoje.   Fekalijø nutekëjimo patikrinimas vandens srove.','',38.574799999999994
2017-05-18,'17.05.18','07:50','07:55','08:40','UAB "ADMI" ( energetikos Dainius tel. 860910287) nereaguoti á gyvent.iðkvietim.dël prieðg.sist. dël to kreip. á Saugos g. tel. 865500554), 114/2014','Teka vanduo ið vamzdþio bute',,'Þirmûnø 47','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Karðto vandens tiekimo iðjungimas atbuliniam voþtuvui  uþdarant ventilá. Reikalingas karðto vandens automatinio atbulinio voþtuvo keitimas 105-to buto tech. spintoje.  Administartorius informuotas.','',18.8155
2017-05-18,'17.05.18','08:20','08:30','09:10','Biudþetinë ástaiga Vilniaus miesto kriziø centras, 773/15','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis.',,'Vytenio 45','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra .   Pravalos dangèio nuëmimas  stovui 1-me aukðte  ir ávadinio ðulinio dangèio atidarymas. Nuotekos tinklø bendro vamzdþio  valymas elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið ðulinio iki pastato ir ið pravalos stove iki ðulinio. Pravalos dangèio uþdëjimas ir ðulinio dangèio uþdarymas. Fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-05-18,'17.05.18','08:40','08:50','09:20','UAB "Euro Asista", 663/13','Teka vanduo ið vamzdþio bute',,'Senasis Ukmergës kelias 4 visà miestà','2.18. Avarinio ekipaþo atvykimas pagal iðkvietimà á Apkasø g. 11-11.   Lanksèios þarnelës apþiûra ir gedimo nustatymas. Vandens tiekimo kriauklei  uþdarymas. Senos þarnelës bei trûkusios tarpinës nuëmimas. Pajungimo sriegiø iðvalymas . Naujø tarpiniø  parinkimas ir karðto vandens lanksèiai þarneliai pakeitimas,  þarnelës prijungimas kriauklës maiðytuvui virtuvës patalpoje. Vandens padavimo atnaujinimas ir  sandarumo patikrinimas. Uþsakymo Nr. LT17-073338','',29.0158
2017-05-18,'17.05.18','10:50','11:40','12:10','Nëra sutarties',' Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Eþero 17','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad pilnas nuotekø ðulinys kieme, reikalingas asenizavimas.','',15.6937
2017-05-18,'17.05.18','10:50','11:45','12:40','UAB Santermita (þr. papildomas ákainis mað/val. 22,20), 846/16','Nenuteka nuotekos pisuaruose. Uþsikimðæs bendras  nuotekø stovas.',,'Kalno, Nemenèinë, Vilniaus r. 27','1.10. Papildomas autotransporto darbas vaþiuojant uþ Vilniuas miesto ribø.,1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro pisuarø  stovo  valymas su gyvatuku  kai vamzdþio skersmuo iki 50 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',66.6589000000000119
2017-05-18,'17.05.18','11:15','12:00','13:55','UAB "Olympic Casino Group Baltija"','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis',,'Kalvarijø 3','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Nuotekos tinklø atbulinio voþtuvo demontavimas 1-mo aukðto  patalpoje .  Nuotekos tinklø bendro vamzdþio  valymas su elektrine freza  kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. atbulinio voþtuvo sumontavimas ir fekalijø nutekëjimo patikrinimas vandens srove. Sustojo  nuotekø ðulinys, praneðta UAB "Vilniaus vandenys".','',48.3879
2017-05-18,'17.05.18','11:20','13:40','15:15','Nëra sutarties, 0','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis.',,'Puðø 9','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad valant nuotekos sistemos vamzdá su elektrine freza ið pravalos stove rûsyje pravalyti negalime, gyvatukas remiasi á kietà daiktà.','',18.827600000000003
2017-05-18,'17.05.18','12:00','12:20','13:00','Nëra sutarties','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis.',,'Laisvës  pr. 125','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Bendro nuotekos tinklø  vamzdþio valymas su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos tualeto patalpos  grindyse rûsyje.  Fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-05-18,'17.05.18','13:15','14:05','14:50','UAB "Naujasis Vilnius", _',' Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Konstitucijos pr. 14','1.5.   Nuotekø tinklo apþiûra . Sifono po praustuvu 1-mo aukðto  tualeto patalpoje iðardymas ir iðvalymas. Nuotekos tinklø bendro stovo valymas su elektrine freza  kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. Sifono surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove.,1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Bendro nuotekos tinklø  vamzdþio valymas su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos rûsio  grindyse.  Fekalijø nutekëjimo patikrinimas vandens srove.','',94.3074000000000119
2017-05-18,'17.05.18','16:35','16:50','17:35','UAB "Castrade service" (Tel. 867918981; 2316378) darbo.d. nuo 16val.30min. iki 8val.,, penktadiená  nuo 15val.30min..iki 8val., 2/2014',' Nenuteka nuotekos  rûsyje.  Uþsikimðæs bendras nuotekø  vamzdis  rûsyje',,'Þemynos 47','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Ávadinio ðulinio dangèio atidarymas.  Bendro nuotekos tinklø  vamzdþio valymas su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos rûsio  grindyse iki ðulinio ir ið ðulinio iki pastato.  Ðulinio dangèio uþdarymas. Fekalijø nutekëjimo patikrinimas vandens srove. Átarema, kad gali bûti vamzdþio lûþis prie ðulinio.','',40.329299999999994
2017-05-18,'17.05.18','18:25','18:40','19:15','UAB "Naujoji Pilaitë" (Tel. 2307414; 865565023) nereaguoti á gyvent.iðkvietim.dël prieðg.sist.), 11','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Vydûno 9','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas  stovui tech. spintoje bute.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-05-18,'17.05.18','18:50','19:05','19:30','Nëra sutarties','Teka vanduo ið virðaus',,'Geleþinio vilko 27','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad atvykimo metu vanduo ðalto ir karðto vandens stovams buvo jau uþdarytas. Tekëjo ið perdenginio bendroje duðinëje, virðutiniame 3-me aukðte nieks neatidarë bendrø durø. Drëgnos bendros duðinës lubos.','',15.6937
2017-05-18,'17.05.18','19:10','19:30','20:15','Nëra sutarties','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø vamzdis.',,'Kalvarijø 88','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Nuotekos tinklø bendro vamzdþio valymas su elektrine freza   kai vamzdþio skersmuo iki 100 mm., ilgis iki  10 m. ið pravalos tualeto patalpoje. Fekalijø nutekëjimo patikrinimas vandens srove.','',45.9195
