'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-07-14,'17.07.14','03:50','04:00','04:30','UAB "Ozo miestas", 134/14','Teka ið virðaus',,'Ukmergës 198','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad Atvykus vanduo jau netekëjo. 123-ame bute aplietos koridoriaus, vonios, tualeto, kambario, tamsaus kambario lubos, sienos, grindis.Virðutiniame 127-ame bute buvo trûkes tualeto þarnelë, vandeni uþdare patys.','',18.827600000000003
2017-07-14,'17.07.14','07:30','07:40','10:00','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Nuotekos uþlieja 1-ma aukðta','','Ðv.Stepono 14','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas  ir ávadinio ðulinio dangèio atidarymas. Bendro stovo  vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.317200000000006
2017-07-14,'17.07.14','08:20','08:35','09:30','UAB Larþena, 17/ma-078','Uþsikimðo kanalizacija',,'Ðevèenkos 16F','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 50 mm., ilgis < 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.         ','',45.9195
2017-07-14,'17.07.14','10:40','10:55','11:40','UAB "Tugva", _','Uþsikimðo kanalizacija',,'Pylimo 58/1','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',48.3879
2017-07-14,'17.07.14','11:30','11:45','13:00','Nëra sutarties','Uþsikimðo kanalizacija',,'Basanavièiaus 4','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',48.3879
2017-07-14,'17.07.14','12:00','12:30','13:10','47-oji DNSB, 17/MA-052','Reikalingi suvirinimo darbai',,'Laisvës  pr. 81','2.20. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos  vamzdþiø apþiûra ir gedimø nustatymas. Vandens tiekimo iðjungimas. Trûkusiø arba prarûdijusiø vamzdþiø nuvalymas nuo rudþiø ir daþø ir uþvirinimas.  Sistemos uþpildymas vandeniu iki norminio spaudimo ir suvirinimo siûliø sandarumo patikrinimas.','',48.3395
2017-07-14,'17.07.14','13:00','13:00','13:45','422-oji DNSB, _','Svià laidai',,'Papilënø 11','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas ir elektros tiekimo atnaujinimas bendrame tinkle rûsio elektros skyde. Buvo nudegæs bendras „0“ laidininkas laiptinës elektros skyde 2-ame aukðte. 15:00 val. paskambino gyv. ið 31 buto, kad bute nëra elektros. 15:10 - 15:20 nuvaþiavom - buvo iðjungti bendri laiptines automatai. Atnaujinom elektros tiekimà.','',28.495499999999994
2017-07-14,'17.07.14','13:00','13:25','15:00','UAB Max Service, 17/MA-084','Bute nëra vandens',,'Ðaltkalviø 66','2.20. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos  vamzdþiø apþiûra ir gedimø nustatymas. Vandens tiekimo iðjungimas Trûkusiø arba prarûdijusiø vamzdþiø nuvalymas nuo rudþiø ir daþø ir trumpasriegio d15 privirinimas iki ventilio 61-ame bute. Sistemos uþpildymas vandeniu iki norminio spaudimo ir suvirinimo siûliø sandarumo patikrinimas. Plombos jau nebuvo.','Trumpasriegis 15 1 vnt',48.8235
2017-07-14,'17.07.14','13:30','15:40','16:05','UAB "Nekilnojamojo turto fondas", 0','Uþsikimðo kanalizacija',,'Ratnyèios 60','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad atvykus kanalizacija veikia.','',15.6937
2017-07-14,'17.07.14','17:00','17:20','18:00','UAB "Inservise" (Inreal pastatø prieþiûra) (Tel. 2736607), _','UUþsikimðo kanlizacija',,'Kirtimø 33','1.9. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Ðuliniø dangèiø nuëmimas. Nuotekos tinklø tarp ðuliniø valymas elektrine freza, kai vamzdþio skersmuo iki 150 mm., ilgis iki 20m.. Ðuliniø dangèiø uþdëjimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',58.0558
2017-07-14,'17.07.14','17:10','17:30','18:10','Nëra sutarties','Uþsikimðo kanalizacija',,'Þirmûnø 64','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis < 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.         ','',45.9195
2017-07-14,'17.07.14','18:00','18:20','18:45','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Uþsikimðo kanalizacija 1-ame aukðte',,'L. Giros 88','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra .Pravalos dangèio nuëmimas atsukant varþtus. Bendro stovo vamzdþiø valymas rûsyje kai skersmuo iki 50 mm, ilgis iki 10 m su gyvatuku. Pravalos dangèio uþdëjimas ir nutekëjimo patikrinimas vandens srove. ','',32.1618
2017-07-14,'17.07.14','18:00','18:30','19:40','Nëra sutarties','Uþsikimðo kanalizacija',,'Konstitucijos pr. 15','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis < 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.         ','',38.2602
2017-07-14,'17.07.14','18:05','19:00','19:25','Nëra sutarties','Uþsikimðo kanalizacija',,'Fabijoniðkiø 10','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad kanalizacija terasoje pravalyti negalime, reikalingas plovimas.','',15.6937
