'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-11-17,'17.11.17','07:35','07:55','10:30','Vð Á Mykolo Marcinkevièiaus ligoninë, 03/0422-376','Uþsikimðo kanalizacija',,'Kauno 7/2','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Nustatyta, kad kanalizacija su elektros frezà pravalyti negalime, administracija informuota.','',27.2976
2017-11-17,'17.11.17','07:50','08:10','10:00','161-oji DNSB, 253/14','Teka vanduo bute',,'Antakalnio 82','2.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos apþiûra ir gedimø nustatymas. Vandens tiekimo iðjungimas namui uþdarant ventilá. Vandens iðleidimas ið vamzdþiø atidarius nuleidëjà D15. Sugedusiø ventiliø demontavimas ir sriegiø  iðvalymas bei  patikrinimas. Naujo ventilio d15 mm montavimas, apvyniojant sriegá lino pluoðtu su hermetiku  pakeitus tarpines. Sistemos uþpildymas vandeniu ir sandarumo patikrinimas. Karðto ir ðalto vandens iðjungimas butui, reikalingas maiðytuvo keitimas.  Karðto vandens skaitliukas buvo neuþplombuotas - pasak gyventoja pirmininkas þino. Karðtas vanduo - skaitiklio Nr.6590874-94; parodymai- 323 m3; ','Ventilis 1/2 1 vnt',31.823
2017-11-17,'17.11.17','08:15','08:30','09:00','UAB ,,Dzûkija", 776/15','Uþsikimðo kanalizacija',,'Eiðiðkiø pl. 25','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-11-17,'17.11.17','12:10','12:20','12:50','375-oji DNSB, _','Uþsikimðo kanalizacija',,'Pietario V. 7','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.  Buto vamzdþiø valymas kai skersmuo iki 100 mm, su pompa.  Nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-11-17,'17.11.17','13:25','13:40','15:50','Daugiabuèio gyvenamojo namo Ðiltnamiø g. 44 savininkø bendrija, 740/14','Uþsikimðo kanalizacija',,'Ðiltnamiø 44','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.317200000000006
2017-11-17,'17.11.17','14:00','14:20','14:50','939-oji DNSB "Paðilaièiai", _','Uþsikimðo kanalizacija',,'Paðilaièiø 14','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.  Buto vamzdþiø valymas kai skersmuo iki 100 mm.  Nuotekø nutekëjimo patikrinimas vandens srove. Pirmininkas informuotas.','',27.2976
2017-11-17,'17.11.17','15:15','15:40','16:40','UAB "Castrade service"  --- RAKTAI yra Justiniðkiø g. 70      (Tel. 867918981; 2316378) darbo.d. nuo 16val.30min. iki 8val.,, penktadiená  nuo 15val.30min..iki 8val., 2/2014','Teka oro iðleidejas',,'Justiniðkiø 40','2.8. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos apþiûra ir gedimo nustatymas.  Verþlës paverþimas apvyniojant sriegá lino pluoðtu su hermetiku. Sandarumo patikrinimas.','',18.2347
2017-11-17,'17.11.17','15:40','16:00','17:45','740-oji DNSB, 651/13','Uþsikimðo kanalizacija',,'Neuþmirðtuoliø 3','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-11-17,'17.11.17','17:40','18:05','18:45','367-oji DNSB, _','Uþsikimðo kanalizacija',,'Ðeðkinës 61','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-11-17,'17.11.17','18:40','19:00','20:30','UAB ,,Draugystës" vieðbutis, 701/14','Uþsikimðo kanalizacija',,'Èiurlionio M.K. 84','1.9. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Ðuliniø dangèiø nuëmimas. Nuotekos tinklø tarp ðuliniø valymas elektrine freza, kai vamzdþio skersmuo iki 150 mm., ilgis iki 20m.. Ðuliniø dangèiø uþdëjimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',58.0558
2017-11-17,'17.11.17','19:40','20:00','22:05','UAB "Ðilëja " (Tel. 2466644), _','Neðila radiatoriai name','Info pamainoms','Èiobiðkio 7','3.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðilumos mazgo apþiûra,  ðildymo  tiekimo sutrikimo prieþasties nustatymas. Neveikia automatika, ðilumos kiekio reguliavimas pagal temperatûriná reþimà.  Rrankinio valdymo reþimo  ájungimas. ','',23.0626
2017-11-17,'17.11.17','20:15','20:25','21:00','326-oji DNSB  I.Kanto al. 16  , 646/12','Uþsikimðo kanalizacija rûsyje',,'Kanto  I. al.  16','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 100 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-11-17,'17.11.17','21:55','21:10','23:20','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Teka ið virðaus','Info pamainoms','Fabijoniðkiø 43','2.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir reikiamà stovo pagal komunikacijø iðdëstymà suradimas. Ðalto vandens tiekimo iðjungimas stovui uþdarant ventilá. Teka ið virðaus, virðutiniame 21-ame bute duru neatidaro. 16- ame bute aplietos lubos ir sienos koridoriouje.','',22.5786
