'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-02-17,'17.02.17','05:55','06:10','06:40','414-oji DNSB  "Gabija", _','Rûsyje teka vanduo',,'Gabijos 73','2.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës vietos ávertinimas. Karðto vandens tiekimo iðjungimas .  Vandens iðleidimas ið vamzdþiø.Nustatyta, kad rûsyje trûkæs karðto vandens iðleidëjo ventilis.Uþaklino karðto vandens stovo iðleidëjà, panaudojant linø pluoðtà ir hermetikà. Vandens tiekimo atnaujinimas. Sandarumo patikrinimas.','',30.7582
2017-02-17,'17.02.17','07:55','08:10','09:00','UAB "Ozo miestas"','Uþsikiðo kanalizacija',,'Taikos 263e','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kannalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2017-02-17,'17.02.17','08:05','08:15','09:05','UAB "Tugva", _','Uþsikiðo kanalizacija',,'Pylimo 58/1','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið tualeto per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-02-17,'17.02.17','08:25','08:45','09:20','194-oji DNSB "Ðeðkinë", _','Uþsikiðo kanalizacija',,'Èiobiðkio 6','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà iki ðulinio, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas,  varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-02-17,'17.02.17','08:40','09:15','09:35','Vilniaus priklausomybës ligø centras','Uþsikiðo kanalizacija',,'Gerosios vilties 3','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Tualete sifono po plautuve iðardymas ir iðvalymas.Tualete vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-02-17,'17.02.17','09:50','10:15','11:00','Nëra sutarties','Uþsikiðo kanalizacija',,'Pamënkalnio 34b','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. 26-o buto virtuvëje sifono nuëmimas.Ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza nuëmus sifonà, kai skersmuo iki 150 mm., ilgis iki 10 m.Sifono uþdëjimas.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-02-17,'17.02.17','09:55','10:15','11:05','UAB ,,Yglë pastatø valdymas" kvieèia tik atsak.asm.','Uþsikiðo kanalizacija vieðame tualete',,'Þirmûnø 64','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Vieðuose tualetuose bendros kanalizacijos vamzdþiø valymas su rankine pompa.Nuotekø nutekëjimo patikrinimas vandens srove.','',27.2976
2017-02-17,'17.02.17','10:05','10:20','11:05','Nëra sutarties','Uþsikiðo kanalizacija',,'Geleþinë 30','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza ið ðulinio iki pastato, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-02-17,'17.02.17','10:30','11:00','12:05','Nëra sutarties','Uþsikiðo kanalizacija',,'Kirtavietës 3','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-02-17,'17.02.17','10:35','11:00','12:05','DNSB Subaèiaus g. 120, Vilnius, 823/16','Duðo patalpoje teka vanduo',,'Subaèiaus 120','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad duðe trûkæs ðalto vandens stovo privedimas prie skaitliuko.Uþvirinti negalimo, nes surudijæs vamzdis.Reikia keisti vamzdá.Ðalto vandens tiekimà namui uþdarë patys gyventojai. ','',15.6937
2017-02-17,'17.02.17','10:40','11:00','12:20','Nëra sutarties','Uþsikiðo kanalizacija',,'Teatro 3','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. 3-io buto tualete klozeto nuëmimas.Ávadinio ðulinio dangèio atidarymas. Bendros kanalizacijos vamzdþiø valymas elektrine freza nuëmus klozetà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Klozeto uþdëjimas.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
