'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-05-16,'17.05.16','12:30','12:50','13:30','149-oji DNSB  "Mokslininkø namas"(kvieèia pirmininkas), 257/14','Uþsikiðo kanalizacija',,'Vaðingtono a. 1','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Virtuvëje sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 100 mm, ilgis iki 5 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2017-05-16,'17.05.16','14:25','14:40','15:15','243-oji DNSB  "Gedvydþiai", _','Ið virðaus teka vanduo',,'L. Giros 92','2.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Karðto vandens tiekimo iðjungimas namui uþdarant ventilá.Uþdaryti stovui negalëjo, nes nëra gyventojø, kuriø sandëliukose yra stovo ventilis.Virðutiniø aukðtø butuose Nr.9;13;17 nëra gyventojø, todël nustatyti avarijos prieþasties negalëjo.5-ame bute uþlietos kambario, virtuvës, tualeto, vonios, koridoriaus lubos,sienos ir grindys.','',21.864699999999997
2017-05-16,'17.05.16','16:25','16:50','17:30','Nëra sutarties','Uþsikiðo kanalizacija',,'Ðviesos  Grigiðkës 11','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 64-o buto tech.spintos per stovo pravalà, kai skersmuo iki 150 mm., ilgis iki 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-05-16,'17.05.16','16:30','17:05','18:55','DNSB Linksmoji g. 49 ( kvieèia tik pirmininkë Ala Bazik tel. 860179880)','Rûsyje teka nuotekos',,'Linksmoji 49','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse iki ðulinio, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-05-16,'17.05.16','18:40','19:00','19:30','Nëra sutarties','Uþsikiðo kanalizacija',,'Didlaukio 61','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-05-16,'17.05.16','18:45','19:05','19:30','Nëra sutarties','Uþsikiðo kanalizacija',,'Tuskulënø 23a','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Tualete vietinës kanalizacijos vamzdþiø valymas su rankine pompa.Nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2017-05-16,'17.05.16','19:55','20:10','21:15','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Uþsikiðo kanalizacija',,'Didlaukio 30','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. 1-o buto virtuvëje sifono nuëmimas.Ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza nuëmus sifonà, kai skersmuo iki 150 mm., ilgis iki 10 m.. Sifono uþdëjimas, ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.Taip pat uþcementavo supuvusià stovo alkûnæ.','',48.5573
2017-05-16,'17.05.16','20:40','20:50','21:30','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Gintaras Savickas tel. 867472732, 2','Uþsikiðo kanalizacija',,'S. Neries 23','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 23-io buto tech.spintos per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-05-16,'17.05.16','21:45','22:00','22:35','UAB ,, Namø auditas" , 733/14','Uþsikiðo kanalizacija',,'Vileiðio P. 14','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-05-16,'17.05.16','21:50','22:05','22:45','UAB "Ðilëja " (Tel. 2466644), _','Uþsikiðo kanalizacija',,'Ukmergës 196','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-05-16,'17.05.16','23:30','23:50','00:30','UAB ,, Namø auditas" , 733/14','Uþsikiðo kanalizacija','','Vileiðio P. 14','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant  varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið rûsio per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.Toje paèioje atkarpoje, kur buvo valyta anksèiau,kanalizacijos tinklai vël buvo uþkimðti plastmasiniu buteliu.Tai uþfiksavo 29-o buto gyventojas.','',48.3879
