'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-01-04,'17.01.04','22:05','22:25','23:15','UAB "Corpus A" tel. 868530311(darbo d.- nuo 17 val. iki 8 val,.poils.ir ðven.d-.visà parà, )   , 154/15/s-21504','Uþsikiðo kanalizacija',,'Sruogos B. 36','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas.Pravalyti vietiniø kanalizacijos tinklø nepavyko.Gali bûti, kad ámestas paðalinis daiktas.','',18.827600000000003
2017-01-04,'17.01.04','00:10','00:30','01:20','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Edvardas Trinkûnas tel. 867472732, 2','Uþsikiðo kanalizacija',,'L. Giros 80','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið 43-io buto virtuvës per stovo pravalà, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m. Pravalos dangèio uþdëjimas, varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-01-04,'17.01.04','03:00','03:20','04:10','UAB "Rasø valda " (Tel. 2162437), 12','Uþsikiðo kanalizacija',,'Peteliðkiø 26','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendro virtuvinio stovo kanalizacijos vamzdþiø valymas elektrine freza ið rûsio per padarytà pravalà stove, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-01-04,'17.01.04','07:05','07:20','08:15','632-oji DNSB','Uþsikiðo kanalizacija',,'Stirnø 32','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza parkinge per pravalà grindyse, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2017-01-04,'17.01.04','10:10','10:25','11:10','Nëra sutarties','Uþsikiðo kanalizacija',,'Þalgirio 131','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Ávadinio ðulinio dangèio atidarymas. Bendros pogrindþio kanalizacijos vamzdþiø valymas elektrine freza ið koridoriaus per pravalà grindyse, kai skersmuo iki 150 mm., ilgis iki 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',45.9195
2017-01-04,'17.01.04','10:35','10:50','11:35','Nëra sutarties','Uþsikiðo kanalizacija',,'Subaèiaus 14','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.Ávadinio ðulinio dangèio atidarymas. Bendros nuotekø kanalizacijos vamzdþiø valymas elektrine freza ið ðulinio iki pastato, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.Ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-01-04,'17.01.04','11:50','12:10','15:20','Nëra sutarties','Uþsikiðo kanalizacija',,'Jankiðkiø 50','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Pravalos dangèio nuëmimas atsukant varþtus ir ávadinio ðulinio dangèio atidarymas. Bendro kanalizacijos stovo vamzdþiø valymas elektrine freza ið tualeto per stovo pravalà iki ðulinio, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas,  varþtø uþsukimas ir ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',48.3879
2017-01-04,'17.01.04','13:05','13:35','14:20','Nëra sutarties','Uþsikiðo kanalizacija',,'Olimpieèiø 1','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Tualete sifono po plautuve iðardymas ir iðvalymas. Ávadinio ðulinio dangèio atidarymas ir uþdarymas. Bendro kanalizacijos stovo vamzdþiø valymas su gyvatuku nuëmus sifonà kai skersmuo iki 150 mm, ilgis iki 10 m.Sifono surinkimas ir nutekëjimo patikrinimas vandens srove.','',38.574799999999994
2017-01-04,'17.01.04','13:30','13:55','14:40','Nëra sutarties','Uþsikiðo kanalizacija',,'Verkiø 47','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas ir avarijos pobûdþio nustatymas. Kanalizacijos tinklai neprasivalo.Gali bûti lûþæs vamzdis.','',18.827600000000003
2017-01-04,'17.01.04','14:00','14:25','15:20','Lietuvos ir Slovakijos AB ,,Grafobal Vilnius", 770/14/69','Uþsikiðo kanalizacija',,'Arimø 18','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Sifono po kriaukle nuëmimas.  Ávadinio ðulinio dangèio atidarymas. Antro aukðto tualete vietinës kanalizacijos vamzdþiø valymas elektrine freza nuëmus sifonà, kai skersmuo iki 150 mm., ilgis iki 10 m.Sifono uþdëjimas, ðulinio dangèio uþdarymas. Nuotekø nutekëjimo patikrinimas vandens srove.','',38.2602
2017-01-04,'17.01.04','15:30','15:45','16:50','Nëra sutarties','Uþsikiðo kanalizacija',,'Juozapavièiaus A. 2','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Ávadinio ðulinio dangèio atidarymas ir uþdarymas. Virtuvëje sifono po plautuve iðardymas ir iðvalymas.Virtuvëje vietinës kanalizacijos vamzdþiø valymas su gyvatuku nuëmus sifonà, kai skersmuo iki 150 mm, ilgis daugiau kaip10 m. Sifono surinkimas ir nuotekø nutekëjimo patikrinimas vandens srove. ','',39.7969
2017-01-04,'17.01.04','15:50','16:15','16:50','UAB "Fabeta " nuo 16 val. 30 min. iki 7 val. 30 min. d.dien.ir visomis nedarbo bei ðvenèiø dienomis.(dël neaiðk. skambinti energetikui - Edvardas Trinkûnas tel. 867472732, 2','Tualete teka vanduo',,'S. Neries 31','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimasNustatyta, kad trûko vandens filtras prie skalbimo maðinos.Atvykus vandens tiekimas jau buvo uþdarytas.Pajungë skalbimo maðinà tiesiogiai be filtro.','',22.5786
2017-01-04,'17.01.04','15:55','16:20','18:00','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Uþsikiðo kanalizacija',,'Stikliø 18','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Ðulinio dangèio nuëmimas ir uþdëjimas. Avarinës situacijos ávertinimas.Pravalyti kanalizacijos tinklø nepavyko.Gali bûti lûþæs vamzdis arba yra kamðtis.','',15.6937
2017-01-04,'17.01.04','18:10','18:30','18:55','444-oji DNSB, 640/12','Uþsikiðo kanalizacija',,'Taikos 259','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas. Tualete vietinës kanalizacijos vamzdþiø valymas per klozetà su rankine pompa.Nuotekø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
