'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2016-09-04,'16.09.04','09:30','09:45','10:15','Vðá Kultûros ir ðvietimo centras mokytojø namai','Teka vanduo ið vamzdþio patalpoje',,'Vilniaus 39','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo iðjungimas 1-mo aukðto tualeto patalpai uþdarant ventilá. Reikalingas trûkusios ðalto vandens lanksèios þarnelës keitimas praustuvo maiðytuvui tualeto patalpoje. Uþpiltos 1-mo aukðto grindys.','',22.5786
2016-09-04,'16.09.04','09:30','09:45','11:15','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Nëra elektros butuose','Praneðti  UAB "Senamiesèio ûkis "','Gëliø 9','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas bendrame tinkle 1-mo aukðto laiptinës el. skydelyje. El. skydelio atidarymas ir uþdarymas. Elektra duota laikinai, perjungëm ant kito automatinio jungiklio. Reikalingas seno tipo automatinio jungiklio keitimas.','',28.5076
2016-09-04,'16.09.04','10:00','10:10','10:50','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Teka vanduo ið gyvatuko bute',,'Baltupio 97','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Guminës tarpinës uþdëjimas. Spaustuvo árengimas gyvatukui iki 25 mm.  uþverþiant  varþtais vonios patalpoje. Taisomos vietos sandarumo patikrinimas.','Metalo apkaba d-25 1 vnt',29.3788
2016-09-04,'16.09.04','10:15','10:55','11:20','UAB "Ðilëja " (Tel. 2466644), _','Nenuteka nuotekos klozete. Uþsikimðæs nuotekø vamzdis iki stovo',,'Dûkðtø 8','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Nuotekos tinklø  vamzdþio valymas su rankine pompa , kai vamzdþio skersmuo iki 100 mm.  per klozetà tualeto patalpoje .  Fekalijø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2016-09-04,'16.09.04','10:45','11:25','12:05','UAB "Ðilëja " (Tel. 2466644), _','Kyla nuotekos klozete. Uþsikimðæs bendras  nuotekø stovas.',,'Ukmergës 200','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Nuotekos tinklø bendro stovo valymas su gyvatuku tarp 8-to ir 7-to aukðtø  kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10 m. ið pravalos stoge. Fekalijø nutekëjimo patikrinimas vandens srove.','',39.7969
2016-09-04,'16.09.04','11:05','11:25','11:55','UAB "SERVICO" (Tel. 861568173)','Nëra elektros bute',,'Santariðkiø 111c','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Plombø apþiûra. Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Automato ájungimas  ir elektros tiekimo atnaujinimas vidaus tinkle  laiptinës el. skydelyje. Ávadinës dëþutës dangèio atidarymas ir uþdarymas .','',23.3893
2016-09-04,'16.09.04','11:55','12:05','12:50','UAB "ADMI" ( kont.tel. 865056203,2307016; 865565023), 114/2014','Nëra elektros bute',,'Vytenio 33','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Nustatyta, kad reikalingas elektros kamðtiniø saugikliø laikiklio ketimas bute. Elektra duota laikinai.','',18.827600000000003
2016-09-04,'16.09.04','12:25','12:55','13:50','UAB "Adminsta" (Tel. 2788402) .Dadbo dien. nuo 16:30 iki  7:30 val.tel.861279192; Antanas Auglys - 861117193 ) tel. direkt.862827236, _','Neatsidaro pakeliamasis uþkardas iðvaþiuojant ið kiemo','Praneðti  UAB "Adminsta"','Sugiharos È. 7','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas.  Pakeliamojo uþkardo kieme  demontavimas. Nustatyta, kad reikalingas iðvaþiavimo ið kiemo pakeliamojo uþkardo mechanizmo remontas. 20-to buto gyv. padëjo uþkardà rûsyje.','',28.5076
2016-09-04,'16.09.04','13:15','13:30','14:15','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Nenuteka nuotekos vonioje ir klozete. Uþsikimðæs nuotekø vamzdis iki stovo',,'Maumedþiø 4','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Nuotekos tinklø  vamzdþio valymas su rankine pompa , kai vamzdþio skersmuo iki 100 mm.  per klozetà ir vonià  tualeto ir vonios patalpose .  Fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2016-09-04,'16.09.04','13:55','14:10','14:50','UAB "Bûsto renovacijos agentûra" (Tel. 2779183), _','Nëra elektros butuose','Praneðti  UAB "Bûsto renovacijos agentûra" ','Savanoriø 54','4.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra bei kontaktø patikrinimas. Srovës  ir átampos parametrø matavimas atskiruose fazëse. Gedimo pobûdþio ir vietos nustatymas.  63 A   saugiklio pakeitimas bendrame tinkle namo elektros skydinëje,  elektros tiekimo atnaujinimas. Gyv. patys iðlauþë spynà nuo el. skydinës.','Saugiklis 63A 1 vnt',34.170399999999994
2016-09-04,'16.09.04','16:40','17:00','17:45','UAB "Ðilëja " (Tel. 2466644), _','Nëra elektros bute',,'Ðeðkinës 29','4.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas.  40 A  automatinio jungiklio pakeitimas vidaus tinkle laiptinës elektros skydelyje ,  elektros tiekimo atnaujinimas. Ávadinës dëþutës atidarymas ir uþdarymas prisukant já varþtais.','Jungiklis automat.1P C 40A 1 vnt',29.4877
2016-09-04,'16.09.04','18:25','18:35','20:10','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Nëra elektros butuose',,'Filaretø 11','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas bendrame tinkle ant lauko sienos elektros paskirstymo dëþutëje. ','',28.5076
