'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2018-06-22,'18.06.22','21:40','22:00','22:35','452-oji DNSB , _','Nëra elektros bute',,'Þirmûnø 8','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas.  Kontaktø remontas vidaus  tinkle kambario rozetëje.','',23.3893
2018-06-22,'18.06.22','22:50','23:20','00:50','Nëra sutarties','Teka vanduo ið vamzdþio rûsyje',,'Kalvarijø 134a','2.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Ðalto vandens tiekimo iðjungimas namui uþdarant ventilá ðulinyje kartu su UAB "Vilniaus vandenys".  Reikalingas ðalto vandens plastikiniam vamzdþiui sujungimo keitimas iki ávadinio skaitiklio rûsyje.','',18.827600000000003
2018-06-22,'18.06.22','05:30','05:45','06:05','383-oji DNSB  "Sudervëlë", _','Teka vanduo ið virðaus',,'Ðimulionio I. 4','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad virðutiniame 13 bute buvo trûkusi ðalto vandens lanksti þarnelë maiðytuvui virtuvëje. Atvykimo metu vanduo bute buvo jau uþdarytas.  Iðkvietëja 10 buto iðëjusi á darbà, nieks neatidarë durø. Gyv. nesumokëjo.','',18.827600000000003
2018-06-22,'18.06.22','07:30','08:15','08:40','Gerontologijos ir reabilitacijos centras, 725/14','Laða vanduo ið vamzdþio rûsyje',,'Kalvarijø 323','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad reikalingas ðalto vandens trûkusio metalinio vamzdþio D 50 keitimas á lituojamà plastikiná vamazdá su ventiliu su paruoðimo darbais rûsio palubëje. ','',15.6937
2018-06-22,'18.06.22','09:05','09:15','10:10','225-oji DNSB  "Juna", _','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Taikos 70','2.3.  Avarinës situacijos ávertinimas.  Spaustuvo árengimas plastikiniam nuotekø bendram stovui iki 50 mm.   uþverþiant  varþtais tech. spintoje bute. Taisomos vietos sandarumo patikrinimas.,1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra.  Pravalos padarymas plastikiniam nuotekø stovui tech. spintoje bute.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio skersmuo iki 50 mm., ilgis daugiau kaip 10 m. ið pravalos stove bute. Fekalijø nutekëjimo patikrinimas vandens srove.','Metalo apkaba d-40 1 vnt',64.977
2018-06-22,'18.06.22','09:20','09:30','10:05','UAB ,,YIT Kausta", 855/16(YIT-16/','Kyla nuotekos klozete. ',,'Spaudos g. 9','1.1 Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Nuotekos tinklø  vamzdþio valymas su rankine pompa , kai vamzdþio skersmuo iki 100 mm.  per klozetà 7-to aukðto tualeto patalpoje .  Fekalijø nutekëjimo patikrinimas vandens srove.','',31.7867
2018-06-22,'18.06.22','12:10','12:20','13:00','225-oji DNSB  "Juna", _','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Taikos 65','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2018-06-22,'18.06.22','12:45','12:55','13:35','UAB "BSS grupë", _','Kyla nuotekos pisuaruose ir klozetuose. Uþsikimðæs bendras  nuotekø vamzdis',,'Olandø 1a','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Sifono po pisuaru tualeto patalpoje iðardymas ir iðvalymas. Nuotekos tinklø bendro vamzdþio  valymas su elektrine freza kai vamzdþio skersmuo iki 100 mm., ilgis daugiau kaip 10  m. Sifono surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-06-22,'18.06.22','14:05','14:35','16:35','Nëra sutarties, _','Teka vanduo ið vamzdþio bute',,'Ðv.Stepono 23','3.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Gyvatuko apþiûra ir gedimo nustatymas. Ðildymo sistemos tiekimo iðjungimas  namui  nupjovus pakabinamà spynà nuo ðil. mazgo durø ir  uþdarant ventilius. Vandens  iðleidimas ið ðildymo sistemos  vamzdþiø atidarius nuleidëjà . Trûkusio gyvatuko D 15  demontavimas  ir vamzdþiø  uþaklinimas vonioje.  Ðildymo sistemos uþpildymas vandeniu  ir sandarumo patikrinimas. ','Aklë 1/2 4 vnt',48.0975
2018-06-22,'18.06.22','15:10','15:20','15:45','657-oji DNSB, 636/12','Laða vanduo ið virðaus',,'Architektø 112','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir reikiamà stovo pagal komunikacijø iðdëstymà suradimas. Ðalto ir karðto vandens tiekimo iðjungimas stovams uþdarant ventilius rûsyje. Tekëjo ið perdenginio, virðutiniuose 55 ir  59 butuose nieks neatidarë durø. Drëgnos 51 buto lubos tualete ir koridoriuje. Dalyvavo pirmininkë.','',18.827600000000003
2018-06-22,'18.06.22','15:40','16:10','16:40','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Teka nuotekos virtuvëje',,'Baltupio 99','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos patikrinimas ir avarijos pobûdþio nustatymas. Nustatyta, kad reikalingas trûkusios nuotekø plastikinës alkûnës D 50 keitimas su paruoðimo darbais po plautuve virtuvës patalpoje.','',15.6937
2018-06-22,'18.06.22','16:10','16:20','17:15','941-oji DNSB (kvieèia pirmininkas 861112670 ir ûkvedys Rudis 864768097), _','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Kovo-11os Grigiðkës 55','1.5. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  kur 2  butas.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove. Suderinta su atsakingu asmeniu.,1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  kur 1 butas.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',76.5445999999999881
2018-06-22,'18.06.22','17:00','17:10','18:00','657-oji DNSB, 636/12','Atsirado gyv. Uþdarytas ðaltas ir karðtas vanduo stovui',,'Architektø 112','2.1Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Karðto vandens tiekimo ájungimas tualeto stovui atidarant ventilá rûsyje. Ðalto vandens stovà palikome iðjungtà. 59 buto tech. spintoje  trûkæs ðalto vandens stovas D 32. Nëra priëjimo prie stovo, reikalingas tech. spintos ardymas. Dalyvavo pirmininkë.','',18.827600000000003
