'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2017-01-16,'17.01.16','04:50','05:05','05:40','UAB "Jurita" - d. d. nuo 7-30 iki 16-30, kont. tel. 2426518, 860613838, , 50/2014','Liejamas butas ið virðaus',,'Taikos 89','2.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir reikiamà stovo pagal komunikacijø iðdëstymà suradimas. Karðto ir ðalto vandens tiekimo iðjungimas stovui uþdarant ventilius. Teka ið virðutinio 20-to buto - nëra priëjimo apþiurai.','',22.5786
2017-01-16,'17.01.16','08:30','08:50','11:15',' DNSB Teatro apartamentai, _','Nëra elektros bute, prateka bakelis',,'Teatro 9b','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Automato ájungimas ir elektros tiekimo atnaujinimas vidaus tinkle rûsio elektros skyde.  2.17. Vandens tiekimo tualeto bakeliui uþdarymas. Seno mechanizmo nuëmimas. Pajungimo sriegiø iðvalymas . Naujo nuleidimo mechanizmo parinkimas, tarpiniø pakeitimas,  prijungimas prie bakelio  uþdaromosios armatûros. Vandens padavimo atnaujinimas ir  sandarumo patikrinimas.','',50.6627
2017-01-16,'17.01.16','08:50','09:10','09:50','Nëra sutarties','Uþsikimðo kanalizacija',,'Vilniaus 21','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra  ir patikrinimas.  Vamzdþiø valymas, kai skersmuo iki 150 mm, ilgis daugiau kaip10m su gyvatuku virtuvëje.  Pravalos dangèio uþdëjimas ir nuotekø nutekëjimo patikrinimas vandens srove.','',39.7969
2017-01-16,'17.01.16','10:00','10:25','11:20','Nëra sutarties, 0','Uþsikimðo kanalizacija',,'Sodø 22','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',48.3879
2017-01-16,'17.01.16','10:15','10:50','11:25','795-oji DNSB , 670/13','Uþsikimðo kanalizacija',,'Jaunimo skg. 2','1.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Bendro stovo vamzdþiø valymas kai skersmuo iki 150 mm, ilgis iki 10 m su gyvatuku 4-ame bute. Pravalos dangèio uþdëjimas ir nutekëjimo patikrinimas vandens srove. ','',32.1618
2017-01-16,'17.01.16','10:30','11:35','12:00','Nëra sutarties','Nëra elektros',,'Antakalnio 12','1.10. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos bei plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse. Gedimo pobûdþio ir vietos nustatymas. Nustatyta, kad reikalingas ávadinio 3F automato keitimas.  Perdavimas UAB "GILE" atsakingiems darbuotojams - 11:45 val.','',15.6937
2017-01-16,'17.01.16','12:50','13:10','13:45','170-oji GNSB, _','Uþsikimðo kanalizacija',,'Kanto  I. al.  18','1.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis < 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove.         ','',38.2602
2017-01-16,'17.01.16','17:10','17:30','18:00','UAB "Ðilëja " (Tel. 2466644), _','Dega laidai laiptinës skyde',,'Gelvonø 17','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos ir plombø apþiûra. Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Gedimo pobûdþio ir vietos nustatymas. Kontaktø remontas ir elektros tiekimo atnaujinimas bendrame tinkle laiptinës elektros skyde 2-ame aukðte. Buvo nudegæs bendras „0“ laidininkas.','',23.752299999999997
2017-01-16,'17.01.16','18:00','18:15','18:35','UAB "Verkiø bûstas " (Tel. 2477330; 862020601), _','Nëra elektros',,'Didlaukio 8','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Automato ájungimas ir elektros tiekimo atnaujinimas vidaus tinkle laiptines elektros skyde. ','',19.4931
2017-01-16,'17.01.16','18:50','19:00','19:50','Nëra sutarties, 834/16','Teka vanduo bute',,'Pilies 23','2.17. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sifono apþiûra ir gedimo nustatymas. Seno sifono demontavimas.  Sandarinimo ir konusiniø tarpiniø sustatymas jas sutepant hermetiku. Pagal kryptá ir nuolydþius naujo sifono montavimas. vandens nutekëjimo bei spaudimo patikrinimas. Vandens pratekëjimo patikrinimas smarkiai leidþiant vandená ið kriauklës.','',25.978699999999997
2017-01-16,'17.01.16','19:15','19:35','21:05','UAB "Senamiesèio ûkis " (Tel. 2611695, 2627890), _','Uþsikimðo kanalizacija 1-ame aukðte',,'Þygimantø 10','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-01-16,'17.01.16','19:20','19:40','20:00','UAB "Ðilëja " (Tel. 2466644), _','Nëra karðto vandens',,'Bajorø kelias 1','2.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Situacijos ávertinimas. Raktø prie uþdaromos armatûros priëjimo ir komunikacijø iðdëstymo suradimas. Karðto vandens tiekimo pajungimas butui atidarant ventilá. ','',22.5786
2017-01-16,'17.01.16','19:40','20:15','21:30','UAB "Bûsto renovacijos agentûra" (Tel. 2779183), _','Uþsikimðo kanalizacija',,'Þirmûnø 97','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Pravalos dangèio nuëmimas. Bendro stovo vamzdþiø valymas elektrine freza, kai skersmuo iki 150 mm., ilgis daugiau kaip 10 m.. Pravalos dangèio uþdëjimas. Nuotekø nutekëjimo patikrinimas vandens srove. ','',40.317200000000006
2017-01-16,'17.01.16','20:45','21:50','22:10','UAB "Euro Asista", 663/13','Nëra elektros',,'Senasis Ukmergës kelias 4 visà miestà','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Automato ájungimas ir elektros tiekimo atnaujinimas vidaus tinkle laiptinës elektros skyde. Kalvarijø g. 184-18  LT17-063230','',19.4931
2017-01-16,'17.01.16','21:30','22:30','23:00','614-oji DNSB, _','Nëra elektros butuose',,'Ligoninës 4','4.1. Avarinio ekipaþo atvykimas pagal iðkvietimà.  Srovës ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas. Elektros atjungimo prieþasties nustatymas. Automato ájungimas ir elektros tiekimo atnaujinimas bendrame tinkle rûsio elektros skyde. ','',23.3893
